what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336866369273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336866387759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336866414606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336866416155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336866422281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336866433754
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336866437466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866463617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866464781
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336866464858
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336866466890
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336866467606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866468943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866564585
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336866564655
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336866584624
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1336866590107
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1336866593598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336866604154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866606293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866607466
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336866613285
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336866616556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866617764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866624677
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336866624699
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336866627831
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336866633942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866635853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866637764
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336866637830
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336866648975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336866670339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866672997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866708259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336866722046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336866738052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336866745128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336866747890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866755466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866756610
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336866767162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866793430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866795608
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336866796182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866797012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866883697
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336866883755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866891437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866895102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866896614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336866957383
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336866989412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867004651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867145728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867148577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867152011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867223219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867225590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867227128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867238351
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867243619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336867270624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867271587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867295114
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867299251
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336867321789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867325571
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867330830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1336867337195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336867344474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336867345342
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336867349578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867354321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336867356100
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867357214
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336867365598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867375592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867453250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867457193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867458830
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336867459723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867461861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867465176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867468681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867480045
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867486825
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867503468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1336867508489
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1336867509972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336867511535
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1336867515507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336867547764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867550008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867553333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867554185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867555431
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336867579108
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1336867579524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867584129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867589105
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1336867589197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867590760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336867600073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867600135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336867602592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1336867609576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336867611296
