what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891178907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891184875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891192580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336891196984
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891213932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891215571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891215750
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891219949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891220747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891220993
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891226541
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891243838
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891246289
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336891261155
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336891261496
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336891261597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891265623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1336891265700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891271485
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336891271557
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336891274151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891275540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891275684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891276926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891338469
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336891341118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891359577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891403294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891453394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891456469
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336891496340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891498147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891519134
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336891544107
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336891564089
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336891566062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891603631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891808171
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891816805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891840677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891855200
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891865751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891868603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891868827
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891902006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891902871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891903050
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891911520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891913820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891914260
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336891917013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336891928302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336892190579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336892200356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336892233420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336892235357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336892248131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336892261794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336892269556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336892272322
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1336892276818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336892280432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336892286658
