what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337041801855
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337041820637
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1337041827678
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337041835108
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1337041836674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337041839374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337041850714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337041871535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337041876881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337041889300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337041895966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337041907787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337041924951
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337041925019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337041983791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337042005088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337042015868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337042852741
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337042852985
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337042856877
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337042857034
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1337042891524
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337042892676
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337042892812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337042896807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337042897856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337042921090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337042922698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337042925152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337042928651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337043369639
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1337043372630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337043378257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337043394135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337043394193
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337043404605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337043416021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1337043416182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337043439999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337043448131
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337043452659
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337043452825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337043463255
