what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336940497154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336940498189
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1336940503245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940539327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940765405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940767432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940774260
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336940777833
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336940778056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940779518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940780498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940788290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940793466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940803891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940820434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940824370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336940853772
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336940855938
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336940860077
